job_position,technology_skills,knowledge,skills
, Structured query language SQL Electronic mail software ,Computers and Electronics,Science
, Microsoft Outlook Graphics or photo imaging software ,Personnel and Human Resources,Management of Personnel Resources
, Adobe Systems Adobe Photoshop  ,,Monitoring
, Graphics software,,Active Learning
, Microsoft Visio Internet browser software ,,Coordination
, Web browser software Map creation software ,,Social Perceptiveness
, ESRI ArcGIS software Office suite software ,,Time Management
, Microsoft Office Presentation software ,,Learning Strategies
, Microsoft PowerPoint Project management software ,,Mathematics
, Microsoft Project Spreadsheet software ,,Operations Analysis
, IBM Lotus 1-2-3,,Systems Evaluation
, Microsoft Excel Word processing software ,,Systems Analysis
, Microsoft Word ,,Instructing
,,,Persuasion
Water Resource Specialists,Analytical or scientific software ,Engineering and Technology,Reading Comprehension
, ESRI ArcGIS Spatial Analyst,Mathematics,Active Listening
, Laboratory information management system LIMS,Design,Complex Problem Solving
, MWH Soft H2ONET MSX,English Language,Systems Analysis
, Wallingford Software InfoWater  (see all 14 examples)Computer aided design CAD software   ,Physics,Critical Thinking
, ESRI ArcView 3D Analyst Data base user interface and query software ,Customer and Personal Service,Systems Evaluation
, Database software,Chemistry,Writing
, Scientific Software Group RIVERMorph,Geography,Judgment and Decision Making
, Structured query language SQL Electronic mail software ,Computers and Electronics,Speaking
, Microsoft Outlook Internet browser software ,Administration and Management,Time Management
, Web browser software Map creation software ,Law and Government,Mathematics
, ESRI ArcGIS software  ,Biology,Monitoring
, ESRI ArcPad,Public Safety and Security,Active Learning
, ESRI ArcView,,Coordination
, Google Earth Pro  (see all 5 examples)Mobile location based services software ,,Instructing
, Global positioning system GPS software Office suite software ,,Persuasion
, Microsoft Office Presentation software ,,Service Orientation
, Microsoft PowerPoint Spreadsheet software ,,Social Perceptiveness
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Zoologists and Wildlife Biologists,Analytical or scientific software ,Biology,Active Listening
, Computer modeling software,English Language,Critical Thinking
, HATPRO,Law and Government,Reading Comprehension
, SAS  ,Geography,Science
, Statistical software Data base user interface and query software ,Mathematics,Speaking
, Data entry software  ,Computers and Electronics,Writing
, Database management software,Customer and Personal Service,Active Learning
, Microsoft Access  ,Administration and Management,Complex Problem Solving
, Relational database software Electronic mail software ,,Judgment and Decision Making
, Email software,,Coordination
, Microsoft Outlook Internet browser software ,,Systems Analysis
, Web browser software Map creation software ,,Time Management
, ESRI ArcGIS software  ,,Monitoring
, ESRI ArcView,,Social Perceptiveness
, Geographic information system GIS software Office suite software ,,Systems Evaluation
, Corel WordPerfect,,Instructing
, Microsoft Office Presentation software ,,Management of Personnel Resources
, Microsoft PowerPoint Project management software ,,Mathematics
, Microsoft Project Spreadsheet software ,,Negotiation
, IBM Lotus 1-2-3,,Persuasion
, Microsoft Excel Word processing software ,,Service Orientation
, Microsoft Word ,,
Biological Technicians,Analytical or scientific software ,,Reading Comprehension
, BD Biosciences CellQuest,,Critical Thinking
, Gene Codes Sequencher,,Active Listening
, PolyBayes,,Science
, Systat Software Table Curve  (see all 15 examples)Data base user interface and query software ,,Active Learning
, Database software,,Writing
, Microsoft Access  ,,Complex Problem Solving
, Thomson EndNote Document management software ,,Monitoring
, Adobe Systems Adobe Acrobat Graphics or photo imaging software ,,Speaking
, Adobe Systems Adobe Photoshop  ,,Judgment and Decision Making
, Graphics software,,Mathematics
, Harvard Graphics Map creation software ,,Operation Monitoring
, ESRI ArcGIS software  ,,Systems Analysis
, MapInfo MapMarker Office suite software ,,
, Corel WordPerfect,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project Spreadsheet software ,,
, IBM Lotus 1-2-3,,
, Microsoft Excel Word processing software ,,
, Microsoft Outlook  ,,
, Microsoft Word ,,
"Farmworkers and Laborers, Crop",,,Operation and Control
,,,Operation Monitoring
,,,Active Listening
,,,Coordination
,,,Critical Thinking
,,,Speaking
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,Biology,Active Listening
,,Customer and Personal Service,Critical Thinking
,,Production and Processing,Speaking
,,English Language,Time Management
,,Administration and Management,Complex Problem Solving
,,Public Safety and Security,Coordination
,,Education and Training,Judgment and Decision Making
,,Law and Government,Operation and Control
,,Mathematics,Operation Monitoring
,,Chemistry,Reading Comprehension
,,Mechanical,Social Perceptiveness
,,Transportation,
Soil and Plant Scientists,Analytical or scientific software ,Biology,Reading Comprehension
, European Soil Erosion Model EUROSEM,English Language,Science
, PC-Progress HYDRUS,Mathematics,Active Learning
, SAS  ,Education and Training,Complex Problem Solving
, Water Erosion Prediction Project WEPP  (see all 16 examples)Categorization or classification software ,Chemistry,Critical Thinking
, GAEA Technologies WinSieve Computer aided design CAD software   ,Computers and Electronics,Speaking
, Autodesk AutoCAD Data base user interface and query software ,Administration and Management,Active Listening
, Microsoft Access  ,Customer and Personal Service,Judgment and Decision Making
, National Soil Information System NASIS,,Writing
, PedonCE,,Monitoring
, SoilVision Systems SVOFFICE  (see all 7 examples)Map creation software ,,Systems Analysis
, ESRI ArcGIS software  ,,Systems Evaluation
, Geographic information system GIS software  ,,Instructing
, Leica Geosystems ERDAS IMAGINE Object or component oriented development software ,,Learning Strategies
, R Office suite software ,,Operations Analysis
, Microsoft Office Presentation software ,,Mathematics
, Microsoft PowerPoint Spreadsheet software ,,Coordination
, Microsoft Excel Word processing software ,,Quality Control Analysis
, Microsoft Word ,,Time Management
Tree Trimmers and Pruners,,,Operation and Control
,,,Operation Monitoring
,,,Critical Thinking
,,,Complex Problem Solving
,,,Monitoring
,,,Coordination
,,,Instructing
,,,Speaking
Agricultural Engineers,Computer aided design CAD software   ,Engineering and Technology,Critical Thinking
, Autodesk AutoCAD  ,Design,Active Listening
, Dassault Systemes SOLIDWORKS,Mathematics,Complex Problem Solving
, Eagle Point LANDCADD,Physics,Judgment and Decision Making
, PTC Creo Parametric  (see all 5 examples)Electronic mail software ,English Language,Reading Comprehension
, Microsoft Outlook Graphics or photo imaging software ,Computers and Electronics,Mathematics
, Adobe Systems Adobe Photoshop Internet browser software ,Food Production,Speaking
, Web browser software Map creation software ,Biology,Systems Analysis
, ESRI ArcView Presentation software ,Mechanical,Systems Evaluation
, Microsoft PowerPoint Spreadsheet software ,Building and Construction,Writing
, Microsoft Excel Word processing software ,Chemistry,Science
, Microsoft Word ,Public Safety and Security,Active Learning
,,Production and Processing,Operation Monitoring
,,Customer and Personal Service,Social Perceptiveness
,,Education and Training,Time Management
,,Administration and Management,Coordination
,,,Monitoring
,,,Instructing
,,,Management of Personnel Resources
,,,Negotiation
,,,Operations Analysis
,,,Persuasion
,,,Service Orientation
Agricultural Equipment Operators,,Food Production,Operation and Control
,,Personnel and Human Resources,Operation Monitoring
,,Chemistry,Quality Control Analysis
,,Administration and Management,Repairing
,,English Language,Troubleshooting
,,Customer and Personal Service,Active Listening
,,Economics and Accounting,Social Perceptiveness
Farm Equipment Mechanics and Service Technicians,Data base user interface and query software ,Mechanical,Equipment Maintenance
, FarmLogic FarmPAD,Customer and Personal Service,Repairing
, ServiceMax Electronic mail software ,Computers and Electronics,Troubleshooting
, Microsoft Oulook Facilities management software ,English Language,Operation and Control
, Computerized maintenance management system CMMS Internet browser software ,Mathematics,Critical Thinking
, Web browser software Spreadsheet software ,Education and Training,Operation Monitoring
, Microsoft Excel Word processing software ,Administration and Management,Quality Control Analysis
, Microsoft Word ,Engineering and Technology,Complex Problem Solving
,,,Equipment Selection
,,,Judgment and Decision Making
,,,Active Listening
,,,Reading Comprehension
,,,Speaking
,,,Active Learning
,,,Monitoring
Brickmasons and Blockmasons,Accounting software ,Building and Construction,Coordination
, Intuit QuickBooks Analytical or scientific software ,Mathematics,Critical Thinking
, Construction Management Software ProEst Computer aided design CAD software   ,English Language,Active Listening
